key,value
koshiro_dialogue6.wav,41055
koshiro_dialogue7.wav,41056
koshiro_intro.wav,41049
laughs.wav,41048
lilimon.wav,41077
lilimon_flower_cannon.wav,41072
lilimon_hana_no_kubikazari.wav,41073
metalgarurumon.wav,41012
metalgarurumon_cocytus_breath.wav,41006
metalgreymon.wav,40990
metalgreymon_giga_destroyer.wav,40983
metalgreymon_trident_arm.wav,40984
mimi_dialogue1.wav,41059
mimi_dialogue2.wav,41061
mimi_dialogue3.wav,41062
mimi_dialogue4.wav,41064
mimi_dialogue5.wav,41065
mimi_dialogue6.wav,41066
mimi_dialogue7.wav,41058
mimi_dialogue8.wav,41063
mimi_dialogue9.wav,41060
mimi_intro.wav,41057
mochimon_shinka.wav,41164
mute,15
omegamon.wav,41192
omegamon2.wav,40996
palmon.wav,41079
palmon_dialogue1.wav,41180
palmon_dialogue2.wav,41190
palmon_dialogue3.wav,41200
palmon_dialogue4.wav,41068
palmon_dialogue5.wav,41069
palmon_dialogue6.wav,41080
palmon_dialogue7.wav,41081
palmon_dialogue8.wav,41082
palmon_dialogue9.wav,41083
palmon_dialogue10.wav,41084
palmon_intro.wav,41067
palmon_posion_ivy.wav,41070
palmon_shinka.wav,41074
patamon.wav,41098
patamon_air_shot.wav,41089
patamon_dialogue1.wav,41086
patamon_dialogue8.wav,41193
patamon_dialogue9.wav,41182
patamon_dialogue10.wav,41087
patamon_dialogue11.wav,41099
patamon_dialogue12.wav,41100
patamon_dialogue13.wav,41101
patamon_dialogue14.wav,41102
patamon_dialogue15.wav,41103
patamon_intro.wav,41085
patamon_shinka.wav,41093
piyomon.wav,41115
piyomon_dialogue1.wav,41186
piyomon_dialogue2.wav,41184
piyomon_dialogue3.wav,41195
piyomon_dialogue4.wav,41106
piyomon_dialogue5.wav,41105
piyomon_dialogue6.wav,41118
piyomon_dialogue7.wav,41119
piyomon_intro.wav,41104
piyomon_magical_fire.wav,41107
piyomon_shinka.wav,41110
pukamon_shinka.wav,41028
pyocomon_shinka.wav,41114
sayonara.wav,40998
sayonara2.wav,40999
skullgreymon_mute,31
sora_dialogue1.wav,41126
sora_dialogue2.wav,41122
sora_dialogue3.wav,41123
sora_dialogue4.wav,41124
sora_dialogue5.wav,41125
sora_dialogue6.wav,41127
sora_dialogue8.wav,41116
sora_dialogue9.wav,41117
sora_dialogue10.wav,41121
sora_intro.wav,41120
taichi_dialogue1.wav,41129
taichi_dialogue2.wav,41130
taichi_dialogue3.wav,41131
taichi_dialogue4.wav,41191
taichi_intro.wav,41128
takeru_dialogue1.wav,41133
takeru_dialogue2.wav,41134
takeru_dialogue3.wav,41135
takeru_dialogue4.wav,41136
takeru_dialogue5.wav,41137
takeru_dialogue6.wav,41138
takeru_dialogue7.wav,41139
takeru_dialogue8.wav,41140
takeru_dialogue9.wav,41185
takeru_intro.wav,41132
tailmon_chou_shinka.wav,41149
tailmon_dialogue1.wav,41142
tailmon_dialogue2.wav,41143
tailmon_dialogue3.wav,41151
tailmon_dialogue4.wav,41152
tailmon_dialogue5.wav,41153
tailmon_dialogue6.wav,41154
tailmon_dialogue7.wav,41179
tailmon_dialogue8.wav,41187
tailmon_dialogue9.wav,41199
tailmon_intro.wav,41141
tailmon_neko_kick.wav,41144
tailmon_neko_punch.wav,41145
tanemon_shinka.wav,41078
tentomon.wav,41166
tentomon_dialogue1.wav,41156
tentomon_dialogue2.wav,41157
tentomon_dialogue3.wav,41167
tentomon_dialogue4.wav,41168
tentomon_dialogue5.wav,41169
tentomon_dialogue6.wav,41170
tentomon_dialogue7.wav,41177
tentomon_dialogue8.wav,41188
tentomon_dialogue9.wav,41194
tentomon_intro.wav,41155
tentomon_petit_thunder.wav,41158
tentomon_shinka.wav,41161
tokomon_shinka.wav,41097
togemon.wav,41075
togemon_chiku_chiku_bang_bang.wav,41071
togemon_chou_shinka.wav,41076
tsunomon_shinka.wav,41013
wargreymon.wav,40992
wargreymon_brave_tornado.wav,40986
wargreymon_gaia_force.wav,40985
weregarurumon.wav,41010
weregarurumon_kaiser_nail.wav,41005
yamato_dialogue1.wav,41171
yamato_dialogue2.wav,41172
yamato_dialogue3.wav,41173
yamato_dialogue4.wav,41175
yamato_intro.wav,41174
zudomon.wav,41027
zudomon_hammer_boomerang.wav,41023
zudomon_hammer_spark.wav,41022
